totalScreenTime,socialMediaTime,gamingTime,entertainmentTime,educationTime,productivityTime,numberOfSessions,averageSessionDuration,lateNightUsage,earlyMorningUsage,sevenDayAverage,usageChangePercentage,socialMediaPercentage,gamingPercentage,productivePercentage,riskScore,riskLevel
410.5,146.3,48.4,80.8,17.8,14.0,45,9.1,54,8,415.1,30.1,35.6,11.8,7.8,75,HIGH
179.6,88.6,37.2,69.1,53.7,26.3,38,4.7,22,11,181.8,-24.8,49.3,20.7,44.6,53,MODERATE
172.0,45.2,22.6,28.1,26.0,14.4,32,5.4,35,21,176.2,22.1,26.3,13.2,23.5,58,MODERATE
151.8,42.3,46.6,19.6,24.9,54.2,41,3.7,26,4,143.7,43.9,27.9,30.7,52.1,34,MODERATE
160.2,80.1,44.2,60.0,18.6,34.3,55,2.9,20,28,164.4,5.8,50.0,27.6,33.1,55,MODERATE
219.0,31.9,46.6,74.5,16.1,21.1,34,6.4,36,12,234.7,36.1,14.6,21.3,17.0,57,MODERATE
98.5,27.9,23.9,39.4,5.0,19.4,17,5.8,0,7,103.4,-5.3,28.3,24.2,24.7,5,LOW
215.3,69.8,40.1,25.8,40.1,35.7,26,8.3,4,11,219.8,37.3,32.4,18.6,35.2,51,MODERATE
333.3,200.0,85.2,91.9,13.9,23.8,93,3.6,62,16,331.3,12.6,60.0,25.6,11.3,79,HIGH
82.9,13.4,13.2,25.9,24.9,23.7,34,2.4,20,3,75.4,3.3,16.2,16.0,58.6,12,LOW
377.5,112.8,61.7,69.5,13.1,14.4,60,6.3,45,28,324.1,14.0,29.9,16.4,7.3,79,HIGH
110.3,3.5,2.8,12.0,42.4,38.6,16,6.9,7,11,106.3,0.3,3.2,2.5,73.5,27,LOW
93.3,23.1,28.0,25.4,25.3,13.7,24,3.9,1,0,101.4,20.2,24.8,30.0,41.8,7,LOW
95.0,23.7,11.2,6.0,27.1,23.5,10,9.5,6,6,98.3,5.8,24.9,11.8,53.3,14,LOW
114.7,16.0,30.4,16.7,55.2,5.0,17,6.7,2,5,114.8,-4.8,13.9,26.5,52.4,18,LOW
113.1,27.6,19.4,23.0,7.9,5.0,35,3.2,6,0,124.1,-1.5,24.4,17.2,11.4,25,LOW
112.2,19.7,6.5,12.3,35.5,12.5,19,5.9,2,5,110.1,4.0,17.5,5.8,42.7,22,LOW
95.5,10.9,28.6,38.2,27.4,32.3,21,4.5,5,0,86.8,-5.5,11.5,30.0,62.5,9,LOW
453.0,221.2,127.9,121.8,15.5,12.8,70,6.5,169,25,385.8,13.1,48.8,28.2,6.2,93,CRITICAL
219.9,75.1,0.0,87.0,21.4,11.0,38,5.8,40,29,221.0,7.3,34.2,0.0,14.7,56,MODERATE
496.8,206.0,51.4,164.0,16.1,6.2,79,6.3,131,25,491.4,22.4,41.5,10.3,4.5,84,CRITICAL
109.0,23.1,18.4,34.9,13.3,12.2,17,6.4,1,0,109.3,0.6,21.2,16.9,23.4,23,LOW
351.0,142.9,55.1,79.3,29.2,13.4,65,5.4,60,31,307.6,12.3,40.7,15.7,12.2,79,HIGH
270.0,64.4,57.4,21.9,0.0,3.9,20,13.5,45,13,284.7,-11.6,23.8,21.3,1.4,58,MODERATE
212.3,95.9,41.9,10.0,33.9,3.2,30,7.1,12,6,232.6,-19.8,45.2,19.7,17.5,57,MODERATE
81.9,30.9,24.6,6.7,19.5,18.2,8,10.2,2,7,75.0,-5.4,37.8,30.0,46.0,7,LOW
113.8,36.2,7.4,13.2,10.0,23.4,5,22.8,1,6,109.0,-10.9,31.8,6.5,29.3,19,LOW
59.9,24.0,2.6,11.7,14.2,30.7,17,3.5,5,11,55.1,-10.0,40.0,4.3,75.0,19,LOW
259.1,73.8,19.9,18.8,24.2,36.3,63,4.1,27,21,282.8,0.6,28.5,7.7,23.3,52,MODERATE
180.2,54.0,40.1,54.1,40.5,31.9,42,4.3,14,15,189.2,38.4,30.0,22.2,40.2,54,MODERATE
299.0,116.3,53.8,52.4,35.0,18.1,56,5.3,55,14,322.3,11.7,38.9,18.0,17.8,77,HIGH
312.3,187.4,107.7,92.8,12.3,31.4,45,6.9,107,13,265.5,12.2,60.0,34.5,14.0,68,HIGH
242.3,93.3,84.8,45.8,51.3,40.2,53,4.6,43,8,224.9,-4.0,38.5,35.0,37.8,57,MODERATE
226.0,58.0,4.9,35.5,13.9,29.0,45,5.0,2,18,225.4,-15.0,25.7,2.2,19.0,53,MODERATE
330.9,171.5,44.9,114.7,10.4,21.5,65,5.1,44,29,311.8,4.5,51.8,13.6,9.7,70,HIGH
124.1,10.2,10.7,21.6,15.3,28.4,15,8.3,6,4,128.2,7.2,8.2,8.6,35.2,16,LOW
222.5,24.1,25.4,43.9,17.6,14.6,45,4.9,34,4,216.1,-5.4,10.8,11.4,14.5,45,MODERATE
482.4,314.7,124.4,156.2,11.2,11.7,106,4.6,133,47,475.4,31.9,65.2,25.8,4.8,91,CRITICAL
105.9,15.5,31.8,28.9,26.9,13.8,27,3.9,1,5,111.1,-20.7,14.6,30.0,38.5,17,LOW
233.7,59.0,33.8,28.3,43.2,33.5,35,6.7,9,1,263.8,22.8,25.2,14.5,32.8,52,MODERATE
371.6,186.3,95.5,64.8,45.0,19.4,45,8.3,59,15,301.3,35.5,50.1,25.7,17.3,77,HIGH
118.4,40.3,22.2,6.5,17.1,25.9,10,11.8,0,8,112.3,8.5,34.0,18.8,36.3,25,LOW
488.5,187.0,62.4,114.5,11.1,16.8,100,4.9,146,21,433.4,29.0,38.3,12.8,5.7,96,CRITICAL
93.8,0.6,15.1,16.2,10.7,33.2,25,3.8,3,0,89.8,4.7,0.7,16.1,46.8,9,LOW
107.4,28.1,9.5,11.9,24.6,34.1,24,4.5,2,3,107.7,13.8,26.2,8.8,54.7,9,LOW
116.4,28.2,28.1,19.8,12.0,17.4,7,16.6,6,0,122.0,4.4,24.2,24.2,25.3,8,LOW
384.4,184.2,145.1,20.0,29.0,0.0,94,4.1,74,10,396.3,35.2,47.9,37.8,7.5,62,HIGH
100.6,40.2,5.5,11.9,13.4,30.0,27,3.7,1,7,104.1,20.0,40.0,5.4,43.1,22,LOW
206.0,53.2,56.4,16.8,65.4,38.2,20,10.3,19,10,206.8,12.1,25.8,27.4,50.3,35,MODERATE
75.6,12.0,22.7,9.9,36.2,18.3,17,4.4,3,2,74.1,-12.5,15.9,30.0,72.1,6,LOW
119.9,21.2,16.5,10.3,33.8,9.1,20,6.0,12,8,130.5,-3.1,17.7,13.8,35.8,5,LOW
332.7,122.4,76.1,31.6,0.0,13.4,65,5.1,66,13,352.5,46.0,36.8,22.9,4.0,63,HIGH
375.7,191.7,66.0,75.0,1.1,30.4,65,5.8,44,27,396.6,-30.0,51.0,17.6,8.4,68,HIGH
326.1,174.7,68.5,42.4,25.8,9.5,91,3.6,74,17,269.0,20.4,53.6,21.0,10.8,63,HIGH
126.9,11.4,20.1,12.6,49.3,10.8,29,4.4,1,5,127.5,-26.4,9.0,15.8,47.3,27,LOW
323.6,194.2,71.6,102.9,22.8,31.1,45,7.2,61,36,307.3,39.0,60.0,22.1,16.7,76,HIGH
487.3,213.1,157.4,35.0,10.1,5.6,125,3.9,106,39,471.9,51.0,43.7,32.3,3.2,84,CRITICAL
92.2,22.3,21.1,29.1,17.0,13.1,17,5.4,4,0,89.8,19.7,24.2,22.9,32.7,5,LOW
375.4,112.3,83.1,63.3,11.8,3.1,82,4.6,37,19,338.0,-2.8,29.9,22.1,4.0,77,HIGH
94.9,33.0,4.1,15.4,35.4,30.2,17,5.6,9,4,85.6,-18.2,34.8,4.3,69.2,22,LOW
150.0,75.0,0.0,39.7,12.3,11.7,58,2.6,24,4,148.9,-5.6,50.0,0.0,16.0,33,MODERATE
314.7,143.0,62.6,88.6,27.6,12.5,45,7.0,85,8,335.2,24.0,45.4,19.9,12.7,65,HIGH
93.1,32.4,16.8,4.0,30.7,27.3,24,3.9,5,10,99.6,-0.8,34.8,18.0,62.3,10,LOW
340.0,112.7,64.5,54.2,15.5,28.6,75,4.5,85,5,366.1,19.3,33.2,19.0,13.0,62,HIGH
376.4,168.8,75.3,62.1,15.1,16.0,49,7.7,64,28,396.2,37.3,44.8,20.0,8.3,68,HIGH
328.8,197.3,68.8,70.1,11.4,20.4,70,4.7,64,23,315.6,56.8,60.0,20.9,9.7,62,HIGH
89.9,29.3,12.8,9.9,11.2,16.4,32,2.8,7,4,81.5,-9.0,32.5,14.2,30.6,6,LOW
92.4,25.5,19.0,10.5,31.8,15.6,12,7.7,4,7,96.6,11.1,27.5,20.6,51.3,20,LOW
370.2,151.9,55.1,79.2,23.2,35.9,54,6.9,53,22,393.1,12.4,41.0,14.9,16.0,70,HIGH
358.1,155.6,87.2,67.1,40.4,5.7,45,8.0,30,5,371.6,32.8,43.5,24.3,12.9,73,HIGH
83.5,32.0,17.2,18.0,24.8,8.3,8,10.4,6,8,85.1,-9.5,38.3,20.6,39.6,25,LOW
73.2,16.4,11.6,23.8,16.5,14.7,25,2.9,0,4,69.3,-11.0,22.4,15.8,42.7,17,LOW
205.0,45.6,71.8,10.0,18.9,15.6,65,3.2,43,23,206.0,-1.0,22.2,35.0,16.8,49,MODERATE
356.8,147.7,91.9,77.8,22.4,14.2,52,6.9,68,32,366.1,27.8,41.4,25.8,10.3,66,HIGH
84.7,13.4,10.7,20.6,22.6,5.0,29,2.9,0,0,87.7,-9.7,15.8,12.6,32.6,20,LOW
142.6,44.5,37.2,18.1,29.4,5.0,31,4.6,0,0,144.6,-7.1,31.2,26.1,24.1,10,LOW
210.9,58.9,31.3,36.9,42.8,27.9,65,3.2,23,7,232.8,53.1,27.9,14.9,33.6,50,MODERATE
354.1,142.8,129.1,125.0,30.4,12.1,78,4.5,70,22,340.4,-16.3,40.3,36.5,12.0,77,HIGH
96.0,37.4,18.3,37.7,10.1,21.6,20,4.8,1,0,86.8,11.5,39.0,19.1,33.0,29,LOW
183.5,60.6,3.4,51.2,0.0,20.7,53,3.5,9,17,183.4,25.8,33.0,1.8,11.3,45,MODERATE
336.3,141.4,15.0,89.8,2.6,19.2,81,4.2,55,32,292.1,1.6,42.0,4.5,6.5,73,HIGH
224.8,74.1,78.7,43.5,44.0,17.9,51,4.4,33,14,212.2,35.0,32.9,35.0,27.6,36,MODERATE
551.4,172.1,157.2,54.3,8.0,0.0,65,8.5,137,29,564.2,-6.9,31.2,28.5,1.5,98,CRITICAL
358.5,132.1,52.4,45.4,15.3,9.4,82,4.4,46,21,364.8,19.2,36.8,14.6,6.9,74,HIGH
138.7,37.5,7.6,4.0,19.2,25.2,21,6.6,7,11,144.6,3.9,27.0,5.5,32.0,26,LOW
315.3,119.4,52.9,99.6,32.5,23.1,77,4.1,78,5,304.9,18.2,37.9,16.8,17.6,67,HIGH
112.7,32.0,20.2,4.5,28.3,26.0,19,5.9,6,15,120.1,-5.6,28.4,17.9,48.2,6,LOW
455.0,242.2,94.4,109.4,2.7,8.3,91,5.0,75,29,425.7,-3.0,53.2,20.7,2.4,96,CRITICAL
475.4,134.1,138.0,164.0,8.2,13.3,91,5.2,121,56,439.9,20.7,28.2,29.0,4.5,89,CRITICAL
377.5,170.7,104.2,72.6,13.8,11.2,72,5.2,57,14,372.6,8.1,45.2,27.6,6.6,63,HIGH
96.7,26.5,29.0,3.2,36.9,40.0,17,5.7,1,9,91.2,4.6,27.4,30.0,79.5,21,LOW
61.1,24.4,18.3,24.4,5.0,10.9,12,5.1,7,5,62.1,-5.9,40.0,30.0,26.0,9,LOW
88.9,35.6,9.0,0.0,34.6,5.6,25,3.6,0,8,93.6,15.9,40.0,10.2,45.2,5,LOW
461.3,278.9,106.8,124.9,15.0,7.6,81,5.7,122,20,403.0,30.7,60.5,23.2,4.9,96,CRITICAL
340.8,110.3,83.8,126.5,0.0,12.7,49,7.0,66,16,345.2,4.7,32.4,24.6,3.7,72,HIGH
86.6,6.3,26.0,14.4,20.7,7.2,5,17.3,5,2,84.8,2.5,7.2,30.0,32.1,9,LOW
92.5,21.7,0.0,16.3,38.2,26.5,24,3.9,7,3,90.0,-6.0,23.5,0.0,69.9,24,LOW
337.9,86.1,92.7,37.5,19.2,19.5,68,5.0,88,19,366.9,27.4,25.5,27.4,11.5,70,HIGH
39.5,13.9,5.4,15.8,29.2,42.3,27,1.5,0,5,39.9,28.7,35.2,13.7,181.1,13,LOW
73.7,29.5,5.3,17.2,47.1,9.5,32,2.3,0,12,80.3,-21.9,40.0,7.2,76.9,6,LOW
74.1,29.6,10.7,24.6,22.1,20.8,23,3.2,0,11,72.1,-6.2,40.0,14.4,58.0,7,LOW
367.7,220.6,64.2,70.1,5.2,17.5,95,3.9,84,14,300.5,18.7,60.0,17.4,6.2,64,HIGH
170.4,85.2,31.0,10.0,19.5,11.1,40,4.3,17,13,175.0,3.7,50.0,18.2,18.0,54,MODERATE
302.4,111.1,66.6,95.6,30.4,34.1,62,4.9,62,9,250.3,-9.6,36.7,22.0,21.3,73,HIGH
357.8,134.2,138.1,25.6,31.7,16.9,79,4.5,67,5,324.4,20.1,37.5,38.6,13.6,71,HIGH
491.4,253.9,113.0,102.7,11.5,24.2,84,5.9,116,22,509.3,13.9,51.7,23.0,7.3,95,CRITICAL
517.2,319.6,93.3,92.5,17.0,2.4,105,4.9,119,30,526.0,88.9,61.8,18.0,3.8,93,CRITICAL
548.7,163.4,86.0,155.0,3.5,9.7,126,4.4,75,27,526.8,34.5,29.8,15.7,2.4,86,CRITICAL
117.2,11.5,7.3,20.8,40.4,26.0,21,5.6,6,5,127.2,-12.4,9.8,6.3,56.7,18,LOW
174.0,85.3,57.2,47.1,60.5,37.3,50,3.5,12,17,156.8,8.9,49.0,32.8,56.2,53,MODERATE
102.0,40.8,0.0,18.5,11.4,27.2,7,14.6,15,6,92.4,-7.6,40.0,0.0,37.9,15,LOW
347.4,171.3,36.6,20.0,33.9,24.7,66,5.3,86,12,352.5,2.5,49.3,10.5,16.9,65,HIGH
473.6,303.2,40.0,156.5,14.0,3.5,93,5.1,85,16,491.7,-11.8,64.0,8.4,3.7,92,CRITICAL
324.7,124.1,70.7,71.9,14.5,15.2,57,5.7,73,40,313.7,-1.2,38.2,21.8,9.1,79,HIGH
358.3,141.1,72.6,108.8,19.0,17.7,67,5.3,90,8,323.8,57.1,39.4,20.3,10.2,65,HIGH
214.0,72.2,34.7,33.4,0.5,16.4,30,7.1,27,19,209.1,21.9,33.8,16.2,7.9,57,MODERATE
69.5,27.8,17.4,13.2,5.8,30.5,25,2.8,2,4,71.4,-18.3,40.0,25.1,52.2,29,LOW
315.7,149.6,73.2,72.5,35.4,26.1,46,6.9,95,5,346.9,65.3,47.4,23.2,19.5,68,HIGH
184.9,32.8,28.4,67.5,39.8,25.0,36,5.1,17,12,170.9,-14.2,17.7,15.4,35.1,34,MODERATE
345.9,165.2,121.7,81.0,22.3,19.8,46,7.5,36,11,288.9,40.3,47.8,35.2,12.2,66,HIGH
174.1,87.0,54.1,56.8,31.1,29.1,24,7.3,23,12,187.0,-11.3,50.0,31.1,34.6,43,MODERATE
375.7,207.9,44.6,33.1,20.2,17.7,85,4.4,40,14,363.1,-29.2,55.3,11.9,10.1,76,HIGH
98.7,38.1,0.2,25.5,21.2,12.5,21,4.7,11,0,96.6,3.7,38.6,0.2,34.1,9,LOW
70.5,28.2,2.3,21.2,9.8,5.0,16,4.4,4,0,66.6,20.1,40.0,3.3,20.9,11,LOW
96.4,21.3,26.5,0.0,24.8,18.7,16,6.0,6,13,91.2,4.3,22.1,27.4,45.1,10,LOW
72.5,13.4,21.7,29.0,32.3,32.9,12,6.0,5,6,79.5,-1.5,18.5,30.0,89.9,5,LOW
476.0,229.1,66.7,111.1,16.0,1.2,88,5.4,143,10,443.4,74.4,48.1,14.0,3.6,92,CRITICAL
338.5,131.3,105.5,76.6,20.2,10.0,78,4.3,44,24,350.6,28.6,38.8,31.2,8.9,64,HIGH
176.9,70.0,16.3,30.9,35.3,0.0,61,2.9,22,1,186.7,-13.3,39.6,9.2,20.0,54,MODERATE
556.7,165.8,183.0,170.7,7.1,12.1,109,5.1,176,29,589.8,9.3,29.8,32.9,3.4,86,CRITICAL
136.0,1.9,20.8,17.9,27.3,15.2,20,6.8,1,5,130.4,-5.4,1.4,15.3,31.3,25,LOW
215.8,96.8,31.7,32.8,34.7,32.0,47,4.6,19,0,218.3,-11.5,44.9,14.7,30.9,54,MODERATE
56.1,22.4,2.2,22.4,5.0,40.4,21,2.7,7,4,52.0,-0.5,40.0,3.9,80.9,27,LOW
108.6,15.3,30.6,31.9,5.0,7.1,11,9.9,2,8,101.8,5.5,14.1,28.2,11.1,8,LOW
543.4,248.1,79.6,115.4,1.1,7.3,89,6.1,129,22,462.3,22.6,45.7,14.6,1.5,98,CRITICAL
306.4,142.7,53.0,91.6,15.9,0.0,100,3.1,67,20,289.4,-15.9,46.6,17.3,5.2,65,HIGH
201.5,42.3,57.6,56.5,46.9,43.2,37,5.4,10,11,223.1,-10.7,21.0,28.6,44.7,47,MODERATE
95.1,31.6,28.5,23.0,11.2,16.0,13,7.3,0,0,93.0,7.8,33.2,30.0,28.6,27,LOW
354.0,117.4,41.0,87.7,9.1,17.4,83,4.3,71,12,388.7,49.0,33.2,11.6,7.5,73,HIGH
81.9,23.8,0.0,7.9,16.2,5.0,5,16.4,4,10,83.7,11.7,29.1,0.0,25.9,7,LOW
416.9,150.3,47.4,99.3,17.0,24.0,64,6.5,96,13,367.2,28.6,36.1,11.4,9.8,63,HIGH
347.3,105.3,59.2,102.4,28.8,29.1,83,4.2,73,23,299.0,23.6,30.3,17.0,16.7,67,HIGH
588.5,200.7,70.6,102.2,17.4,8.7,82,7.2,139,43,608.5,27.4,34.1,12.0,4.4,98,CRITICAL
534.4,196.3,94.0,138.6,17.3,0.0,110,4.9,108,47,484.5,-18.0,36.7,17.6,3.2,81,CRITICAL
530.0,338.7,69.0,148.8,7.5,5.2,119,4.5,95,15,529.8,39.5,63.9,13.0,2.4,93,CRITICAL
86.8,34.7,12.1,0.0,30.2,15.3,17,5.1,2,4,87.1,4.8,40.0,13.9,52.3,22,LOW
334.2,167.8,47.8,56.9,40.0,30.3,45,7.4,88,19,296.2,2.4,50.2,14.3,21.0,66,HIGH
371.2,222.7,39.5,80.1,33.3,5.3,60,6.2,47,29,307.1,47.2,60.0,10.7,10.4,72,HIGH
89.9,22.8,0.6,31.4,39.3,29.5,14,6.4,3,1,84.0,-13.0,25.4,0.6,76.5,8,LOW
113.9,33.9,16.1,12.3,22.5,38.4,21,5.4,1,4,124.5,-0.8,29.8,14.2,53.5,21,LOW
192.3,35.4,40.0,76.9,24.2,48.5,32,6.0,24,18,215.2,4.8,18.4,20.8,37.8,41,MODERATE
82.6,26.5,8.7,21.1,16.1,13.5,27,3.1,2,0,74.7,7.9,32.1,10.6,35.9,23,LOW
261.3,80.5,28.3,26.1,32.2,38.1,37,7.1,18,30,248.3,24.4,30.8,10.8,26.9,49,MODERATE
243.9,65.6,62.7,34.5,23.5,37.2,22,11.1,7,20,248.7,-16.1,26.9,25.7,24.9,44,MODERATE
368.8,95.4,55.4,99.6,23.0,26.3,96,3.8,41,31,348.4,10.7,25.9,15.0,13.4,78,HIGH
385.7,144.4,57.6,56.2,11.3,17.8,64,6.0,48,8,329.2,15.6,37.4,14.9,7.6,68,HIGH
222.5,57.3,38.4,47.1,26.6,21.8,65,3.4,31,30,201.2,-3.9,25.7,17.3,21.8,45,MODERATE
309.2,125.9,59.2,95.2,22.1,18.2,96,3.2,30,9,286.7,-5.8,40.7,19.1,13.0,67,HIGH
117.4,24.3,24.7,25.3,27.7,24.0,22,5.3,4,8,115.8,-2.0,20.7,21.0,44.0,18,LOW
104.2,13.7,9.9,7.3,24.1,31.5,12,8.7,1,7,94.6,-6.4,13.2,9.5,53.3,9,LOW
83.9,21.8,25.2,31.4,39.0,24.4,11,7.6,1,4,86.6,7.6,25.9,30.0,75.6,22,LOW
81.3,13.0,23.3,5.9,6.4,20.3,20,4.1,3,2,87.5,-0.6,15.9,28.7,32.9,5,LOW
356.1,96.2,67.9,20.0,13.8,18.6,79,4.5,45,23,313.8,50.3,27.0,19.1,9.1,69,HIGH
205.9,48.3,56.1,24.6,34.8,31.2,30,6.9,22,4,180.3,30.0,23.5,27.3,32.0,55,MODERATE
240.9,57.6,25.9,30.0,28.1,18.7,56,4.3,16,5,251.9,40.0,23.9,10.7,19.4,33,MODERATE
212.0,81.4,3.7,46.7,28.9,35.9,39,5.4,9,12,215.9,-14.5,38.4,1.8,30.6,41,MODERATE
114.0,21.5,14.4,25.9,29.4,5.0,11,10.4,6,9,103.8,-1.6,18.9,12.6,30.1,13,LOW
52.0,18.8,15.6,0.0,8.2,20.6,31,1.7,0,1,49.5,17.8,36.3,30.0,55.4,14,LOW
130.5,14.1,2.8,32.2,36.6,27.8,26,5.0,0,0,125.4,-9.3,10.8,2.2,49.3,29,LOW
232.9,83.4,37.2,77.0,33.3,3.7,46,5.1,24,7,239.9,15.3,35.8,16.0,15.9,41,MODERATE
218.0,67.2,15.2,50.2,27.5,0.0,29,7.5,31,27,214.6,11.6,30.8,7.0,12.6,56,MODERATE
167.3,69.3,54.3,62.4,17.9,6.2,38,4.4,40,17,175.8,17.7,41.4,32.5,14.4,55,MODERATE
68.7,27.5,0.0,13.3,20.1,40.1,17,4.0,3,0,66.1,7.4,40.0,0.0,87.6,28,LOW
189.2,82.6,19.7,20.6,34.1,22.3,27,7.0,29,15,211.5,-1.5,43.7,10.4,29.8,39,MODERATE
531.8,281.9,64.0,101.9,10.6,4.3,112,4.7,106,50,523.8,4.7,53.0,12.0,2.8,90,CRITICAL
266.7,79.1,18.7,10.6,32.7,25.0,23,11.6,21,7,299.1,5.2,29.7,7.0,21.6,54,MODERATE
253.5,42.6,21.9,29.6,54.3,54.9,51,5.0,31,7,283.2,40.1,16.8,8.6,43.1,49,MODERATE
310.5,163.3,82.1,118.8,20.1,0.4,64,4.9,37,7,335.1,30.8,52.6,26.5,6.6,73,HIGH
225.1,30.9,30.2,10.0,10.0,11.8,55,4.1,30,7,220.2,18.1,13.7,13.4,9.7,57,MODERATE
546.5,274.8,105.4,140.4,2.8,12.0,93,5.9,89,31,536.0,20.7,50.3,19.3,2.7,92,CRITICAL
260.6,113.2,37.6,29.9,52.1,3.3,37,7.0,13,2,261.1,-0.0,43.5,14.4,21.3,34,MODERATE
220.0,67.0,4.7,60.0,12.8,18.7,53,4.2,34,8,192.1,-2.4,30.5,2.2,14.4,57,MODERATE
262.9,59.9,0.0,40.9,32.0,0.0,58,4.5,13,14,250.4,0.9,22.8,0.0,12.2,40,MODERATE
530.3,130.0,132.6,91.2,0.0,19.3,110,4.8,132,49,505.0,34.2,24.5,25.0,3.6,82,CRITICAL
96.2,34.0,1.5,37.9,28.2,23.2,16,6.0,3,4,98.7,3.3,35.4,1.6,53.5,28,LOW
221.2,68.4,43.2,24.6,35.4,21.6,45,4.9,13,7,251.3,26.1,30.9,19.5,25.8,55,MODERATE
110.3,15.8,5.7,28.1,21.3,5.0,34,3.2,4,2,113.5,-12.0,14.3,5.1,23.8,13,LOW
296.8,112.3,103.2,73.2,14.9,15.4,64,4.6,76,8,317.8,18.5,37.8,34.8,10.2,75,HIGH
382.7,138.7,67.9,95.1,17.9,15.0,56,6.8,49,45,320.2,13.7,36.2,17.8,8.6,78,HIGH
504.3,229.3,206.8,106.8,2.1,10.6,107,4.7,122,28,472.7,51.7,45.5,41.0,2.5,83,CRITICAL
346.8,168.0,75.5,91.8,7.0,2.1,69,5.0,40,11,375.1,38.5,48.4,21.8,2.6,65,HIGH
83.7,33.5,21.8,0.0,37.0,14.8,12,7.0,2,4,85.3,-1.5,40.0,26.1,61.9,23,LOW
204.6,102.3,37.4,66.2,42.1,24.5,34,6.0,25,16,225.2,-5.3,50.0,18.3,32.5,47,MODERATE
186.2,41.2,26.7,44.4,34.1,16.0,54,3.4,19,5,201.9,9.1,22.1,14.3,26.9,59,MODERATE
204.4,55.4,42.0,39.6,13.7,67.0,36,5.7,0,5,213.5,-17.8,27.1,20.5,39.5,56,MODERATE
130.3,5.2,5.0,33.5,31.4,42.9,11,11.8,9,0,121.7,-0.6,4.0,3.8,57.0,5,LOW
211.3,67.8,70.5,24.2,30.6,9.1,36,5.9,42,2,209.4,15.6,32.1,33.3,18.8,59,MODERATE
175.4,47.4,48.8,70.1,50.7,4.8,52,3.4,14,7,190.2,-3.3,27.0,27.8,31.7,51,MODERATE
84.2,33.7,7.3,12.8,18.3,5.4,5,16.8,1,3,92.0,-1.7,40.0,8.7,28.2,15,LOW
444.4,199.9,97.4,133.8,9.7,5.8,79,5.6,138,25,437.1,36.8,45.0,21.9,3.5,86,CRITICAL
372.8,164.2,116.6,50.8,9.0,28.6,82,4.5,41,14,394.9,55.2,44.1,31.3,10.1,74,HIGH
370.1,167.4,76.2,107.3,20.4,29.1,89,4.2,76,12,335.0,15.1,45.2,20.6,13.4,73,HIGH
339.4,191.0,42.9,83.2,37.5,10.9,63,5.4,110,24,299.3,6.9,56.3,12.6,14.3,76,HIGH
191.3,95.7,54.8,76.5,57.5,2.8,28,6.8,9,4,213.2,10.8,50.0,28.6,31.5,55,MODERATE
86.6,31.8,17.7,32.4,44.4,23.7,22,3.9,4,6,94.7,-0.0,36.7,20.5,78.6,14,LOW
97.7,22.0,17.9,23.4,29.4,21.4,26,3.8,17,5,104.5,-11.7,22.5,18.3,52.0,18,LOW
585.2,135.0,89.4,68.9,3.5,18.2,102,5.7,152,31,609.3,-2.3,23.1,15.3,3.7,92,CRITICAL
194.0,87.5,37.5,51.9,47.3,23.2,65,3.0,16,27,174.9,-12.5,45.1,19.3,36.3,53,MODERATE
491.1,264.8,40.0,121.9,26.0,8.9,100,4.9,125,26,458.6,35.9,53.9,8.1,7.1,96,CRITICAL
526.2,213.4,110.1,152.3,5.9,0.0,67,7.9,175,45,474.8,44.4,40.6,20.9,1.1,88,CRITICAL
406.6,170.2,99.6,47.8,13.6,7.6,80,5.1,89,14,330.4,10.0,41.9,24.5,5.2,77,HIGH
96.1,3.0,28.8,21.7,30.7,36.4,14,6.9,0,7,103.3,-1.3,3.1,30.0,69.8,22,LOW
72.4,17.2,9.0,28.9,5.0,57.7,28,2.6,19,6,71.0,6.3,23.7,12.5,86.6,19,LOW
111.1,41.4,5.4,28.2,40.9,5.0,10,11.1,11,0,107.8,18.0,37.3,4.8,41.3,14,LOW
430.0,130.0,150.2,131.0,10.1,0.2,65,6.6,102,37,393.8,13.4,30.2,34.9,2.4,94,CRITICAL
124.1,24.6,9.2,0.6,12.0,5.0,12,10.3,2,4,127.1,9.8,19.8,7.4,13.7,25,LOW
96.0,26.4,21.1,7.7,21.1,5.0,23,4.2,6,8,94.5,-14.7,27.6,22.0,27.2,29,LOW
519.0,214.7,227.2,144.2,10.1,4.8,84,6.2,126,18,544.3,45.0,41.4,43.8,2.9,86,CRITICAL
205.1,52.3,27.6,34.2,20.4,27.6,65,3.2,13,9,235.0,4.1,25.5,13.4,23.4,42,MODERATE
573.2,130.0,95.0,105.3,0.0,5.2,67,8.6,75,28,608.7,20.6,22.7,16.6,0.9,83,CRITICAL
365.4,202.5,55.7,91.9,4.5,13.9,73,5.0,78,12,361.4,8.3,55.4,15.2,5.0,73,HIGH
250.4,77.4,49.1,56.8,32.5,46.9,34,7.4,23,17,277.4,-18.8,30.9,19.6,31.7,57,MODERATE
255.2,56.8,45.6,43.0,10.7,36.0,28,9.1,22,9,264.9,21.1,22.3,17.9,18.3,36,MODERATE
121.8,48.7,7.1,3.4,29.6,28.7,18,6.8,4,12,115.7,-7.3,40.0,5.9,47.8,16,LOW
102.4,26.7,12.2,18.7,71.5,16.9,24,4.3,20,1,111.6,3.5,26.0,11.9,86.3,22,LOW
